function_id,language,test_source,model,system_fingerprint,test_path,gen_status,timestamp
CJ-012,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-012_Test.java,ok,2026-07-23T18:36:53.489547
CJ-013,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-013_Test.java,ok,2026-07-23T18:36:57.339759
CJ-014,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-014_Test.java,ok,2026-07-23T18:37:03.088371
CJ-015,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-015_Test.java,ok,2026-07-23T18:37:06.756874
CJ-016,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-016_Test.java,ok,2026-07-23T18:37:11.647163
CJ-017,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-017_Test.java,ok,2026-07-23T18:37:16.972920
CJ-018,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-018_Test.java,ok,2026-07-23T18:37:21.236326
CJ-019,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-019_Test.java,ok,2026-07-23T18:37:25.203883
CJ-020,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-020_Test.java,ok,2026-07-23T18:37:31.193139
CJ-021,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-021_Test.java,ok,2026-07-23T18:37:36.369519
CJ-022,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-022_Test.java,ok,2026-07-23T18:37:40.915395
CJ-023,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-023_Test.java,ok,2026-07-23T18:37:47.044316
CJ-024,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-024_Test.java,ok,2026-07-23T18:37:50.505975
CJ-025,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-025_Test.java,ok,2026-07-23T18:37:58.253329
CJ-026,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-026_Test.java,ok,2026-07-23T18:38:01.675475
CJ-027,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-027_Test.java,ok,2026-07-23T18:38:04.627780
CJ-028,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-028_Test.java,ok,2026-07-23T18:38:09.713795
CJ-029,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-029_Test.java,ok,2026-07-23T18:38:17.617002
CJ-030,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-030_Test.java,ok,2026-07-23T18:38:22.993511
CP-001,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-001.py,ok,2026-07-23T18:38:25.483642
CP-002,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-002.py,ok,2026-07-23T18:38:28.456333
CP-003,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-003.py,ok,2026-07-23T18:38:33.360025
CP-004,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-004.py,ok,2026-07-23T18:38:37.590174
CP-005,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-005.py,ok,2026-07-23T18:38:41.853758
CP-006,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-006.py,ok,2026-07-23T18:38:45.822051
CP-007,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-007.py,ok,2026-07-23T18:38:49.359538
CP-008,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-008.py,ok,2026-07-23T18:38:52.644872
CP-009,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-009.py,ok,2026-07-23T18:38:57.085938
CP-010,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-010.py,ok,2026-07-23T18:39:00.137375
CP-011,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-011.py,ok,2026-07-23T18:39:03.797514
CP-012,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-012.py,ok,2026-07-23T18:39:06.699308
CP-013,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-013.py,ok,2026-07-23T18:39:10.435605
CP-014,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-014.py,ok,2026-07-23T18:39:14.949468
CP-015,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-015.py,ok,2026-07-23T18:39:20.340865
CP-016,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-016.py,ok,2026-07-23T18:39:24.420291
CP-017,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-017.py,ok,2026-07-23T18:39:30.388491
CP-018,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-018.py,ok,2026-07-23T18:39:32.895032
CP-019,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-019.py,ok,2026-07-23T18:39:36.118642
CP-020,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-020.py,ok,2026-07-23T18:39:39.925001
CP-021,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-021.py,ok,2026-07-23T18:39:43.448638
CP-022,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-022.py,ok,2026-07-23T18:39:46.044414
CP-023,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-023.py,ok,2026-07-23T18:39:48.608243
CP-024,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-024.py,ok,2026-07-23T18:39:52.632290
CP-025,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-025.py,ok,2026-07-23T18:39:55.738201
CP-026,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-026.py,ok,2026-07-23T18:40:00.799313
CP-027,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-027.py,ok,2026-07-23T18:40:04.015666
CP-028,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-028.py,ok,2026-07-23T18:40:07.114756
CP-029,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-029.py,ok,2026-07-23T18:40:10.631149
CP-030,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-030.py,ok,2026-07-23T18:40:15.208405
CJ-001,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-001_Test.java,ok,2026-07-23T19:08:44.140271
CJ-002,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-002_Test.java,ok,2026-07-23T19:08:49.341881
CJ-003,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-003_Test.java,ok,2026-07-23T19:08:56.684088
CJ-004,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-004_Test.java,ok,2026-07-23T19:09:00.563756
CJ-005,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-005_Test.java,ok,2026-07-23T19:09:04.109055
CJ-006,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-006_Test.java,ok,2026-07-23T19:09:11.786713
CJ-007,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-007_Test.java,ok,2026-07-23T19:09:16.216880
CJ-008,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-008_Test.java,ok,2026-07-23T19:09:21.796476
CJ-009,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-009_Test.java,ok,2026-07-23T19:09:26.315520
CJ-010,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-010_Test.java,ok,2026-07-23T19:09:29.942382
CJ-011,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-011_Test.java,ok,2026-07-23T19:09:33.521564
CJ-012,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-012_Test.java,ok,2026-07-23T19:09:39.181338
CJ-013,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-013_Test.java,ok,2026-07-23T19:09:44.549535
CJ-014,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-014_Test.java,ok,2026-07-23T19:09:52.481869
CJ-015,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-015_Test.java,ok,2026-07-23T19:09:57.816720
CJ-016,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-016_Test.java,ok,2026-07-23T19:10:03.108498
CJ-017,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-017_Test.java,ok,2026-07-23T19:10:08.211738
CJ-018,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-018_Test.java,ok,2026-07-23T19:10:11.992032
CJ-019,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-019_Test.java,ok,2026-07-23T19:10:17.074172
CJ-020,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-020_Test.java,ok,2026-07-23T19:10:21.179612
CJ-021,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-021_Test.java,ok,2026-07-23T19:10:26.210103
CJ-022,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-022_Test.java,ok,2026-07-23T19:10:34.018367
CJ-023,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-023_Test.java,ok,2026-07-23T19:10:39.806704
CJ-024,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-024_Test.java,ok,2026-07-23T19:10:46.292979
CJ-025,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-025_Test.java,ok,2026-07-23T19:10:51.437474
CJ-026,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-026_Test.java,ok,2026-07-23T19:10:55.379775
CJ-027,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-027_Test.java,ok,2026-07-23T19:10:59.487634
CJ-028,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-028_Test.java,ok,2026-07-23T19:11:06.078983
CJ-029,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-029_Test.java,ok,2026-07-23T19:11:11.369661
CJ-030,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-030_Test.java,ok,2026-07-23T19:11:15.403794
CJ-031,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-031_Test.java,ok,2026-07-23T19:11:18.187951
CJ-032,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-032_Test.java,ok,2026-07-23T19:11:23.168610
CJ-033,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-033_Test.java,ok,2026-07-23T19:11:29.418833
CJ-034,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-034_Test.java,ok,2026-07-23T19:11:35.397917
CJ-035,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-035_Test.java,ok,2026-07-23T19:11:40.317940
CJ-036,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-036_Test.java,ok,2026-07-23T19:11:46.242507
CJ-037,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-037_Test.java,ok,2026-07-23T19:11:50.094416
CJ-038,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-038_Test.java,ok,2026-07-23T19:11:55.235931
CJ-039,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-039_Test.java,ok,2026-07-23T19:11:59.895227
CJ-040,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-040_Test.java,ok,2026-07-23T19:12:05.765499
CJ-041,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-041_Test.java,ok,2026-07-23T19:12:10.827891
CJ-042,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-042_Test.java,ok,2026-07-23T19:12:15.149369
CJ-043,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-043_Test.java,ok,2026-07-23T19:12:20.332157
CJ-044,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-044_Test.java,ok,2026-07-23T19:12:24.191043
CJ-045,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-045_Test.java,ok,2026-07-23T19:12:30.546685
CJ-046,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-046_Test.java,ok,2026-07-23T19:12:33.397076
CJ-047,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-047_Test.java,ok,2026-07-23T19:12:37.714060
CJ-048,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-048_Test.java,ok,2026-07-23T19:12:41.792707
CJ-049,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-049_Test.java,ok,2026-07-23T19:12:45.804650
CJ-050,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-050_Test.java,ok,2026-07-23T19:12:50.917284
CJ-051,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-051_Test.java,ok,2026-07-23T19:12:55.479609
CJ-052,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-052_Test.java,ok,2026-07-23T19:12:58.780008
CJ-053,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-053_Test.java,ok,2026-07-23T19:13:05.198429
CJ-054,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-054_Test.java,ok,2026-07-23T19:13:10.356931
CJ-055,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-055_Test.java,ok,2026-07-23T19:13:14.698131
CJ-056,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-056_Test.java,ok,2026-07-23T19:13:21.320611
CJ-057,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-057_Test.java,ok,2026-07-23T19:13:25.046352
CJ-058,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-058_Test.java,ok,2026-07-23T19:13:29.169722
CJ-059,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-059_Test.java,ok,2026-07-23T19:13:32.983572
CJ-060,java,clean_v1,gpt-4o-mini-2024-07-18,fp_3c6e0cce75,generated_tests/clean_v1/java/CJ-060_Test.java,ok,2026-07-23T19:13:37.139832
CP-001,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-001.py,ok,2026-07-23T19:13:47.295638
CP-002,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-002.py,ok,2026-07-23T19:13:50.243028
CP-003,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-003.py,ok,2026-07-23T19:13:55.694289
CP-004,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-004.py,ok,2026-07-23T19:14:01.148819
CP-005,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-005.py,ok,2026-07-23T19:14:04.767265
CP-006,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-006.py,ok,2026-07-23T19:14:08.777396
CP-007,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-007.py,ok,2026-07-23T19:14:12.166692
CP-008,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-008.py,ok,2026-07-23T19:14:16.301717
CP-009,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-009.py,ok,2026-07-23T19:14:21.661532
CP-010,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-010.py,ok,2026-07-23T19:14:26.845538
CP-011,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-011.py,ok,2026-07-23T19:14:32.458434
CP-012,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-012.py,ok,2026-07-23T19:14:36.737832
CP-013,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-013.py,ok,2026-07-23T19:14:40.242748
CP-014,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-014.py,ok,2026-07-23T19:14:43.743286
CP-015,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-015.py,ok,2026-07-23T19:14:46.510956
CP-016,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-016.py,ok,2026-07-23T19:14:49.487712
CP-017,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-017.py,ok,2026-07-23T19:14:53.458902
CP-018,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-018.py,ok,2026-07-23T19:14:58.073766
CP-019,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-019.py,ok,2026-07-23T19:15:01.552853
CP-020,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-020.py,ok,2026-07-23T19:15:04.784769
CP-021,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-021.py,ok,2026-07-23T19:15:08.417400
CP-022,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-022.py,ok,2026-07-23T19:15:11.840652
CP-023,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-023.py,ok,2026-07-23T19:15:16.943689
CP-024,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-024.py,ok,2026-07-23T19:15:20.546170
CP-025,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-025.py,ok,2026-07-23T19:15:24.056045
CP-026,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-026.py,ok,2026-07-23T19:15:26.502370
CP-027,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-027.py,ok,2026-07-23T19:15:29.713973
CP-028,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-028.py,ok,2026-07-23T19:15:36.888288
CP-029,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-029.py,ok,2026-07-23T19:15:42.449507
CP-030,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-030.py,ok,2026-07-23T19:15:48.403955
CP-031,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-031.py,ok,2026-07-23T19:15:51.231159
CP-032,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-032.py,ok,2026-07-23T19:15:55.808690
CP-033,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-033.py,ok,2026-07-23T19:15:58.486816
CP-034,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-034.py,ok,2026-07-23T19:16:02.652560
CP-035,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-035.py,ok,2026-07-23T19:16:10.772952
CP-036,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-036.py,ok,2026-07-23T19:16:14.158998
CP-037,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-037.py,ok,2026-07-23T19:16:16.666399
CP-038,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-038.py,ok,2026-07-23T19:16:21.665817
CP-039,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-039.py,ok,2026-07-23T19:16:26.032473
CP-040,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-040.py,ok,2026-07-23T19:16:29.730006
CP-041,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-041.py,ok,2026-07-23T19:16:34.992874
CP-042,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-042.py,ok,2026-07-23T19:16:39.512695
CP-043,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-043.py,ok,2026-07-23T19:16:42.983974
CP-044,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-044.py,ok,2026-07-23T19:16:46.938147
CP-045,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-045.py,ok,2026-07-23T19:16:51.051406
CP-046,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-046.py,ok,2026-07-23T19:16:54.469129
CP-047,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-047.py,ok,2026-07-23T19:16:56.810196
CP-048,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-048.py,ok,2026-07-23T19:16:59.515640
CP-049,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-049.py,ok,2026-07-23T19:17:02.787892
CP-050,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-050.py,ok,2026-07-23T19:17:09.174994
CP-051,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-051.py,ok,2026-07-23T19:17:14.049995
CP-052,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-052.py,ok,2026-07-23T19:17:18.251911
CP-053,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-053.py,ok,2026-07-23T19:17:23.025200
CP-054,python,clean_v1,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests/clean_v1/python/test_CP-054.py,ok,2026-07-23T19:17:26.250684
