function_id,language,cc,method,branch_coverage,mutation_score,compiled,note
PY-023,python,7,pynguin,30.0,0.0,1,
PY-050,python,5,pynguin,100.0,75.0,1,
PY-051,python,5,pynguin,75.0,0.0,1,
PY-034,python,8,pynguin,0.0,,1,
PY-016,python,6,pynguin,62.5,0.0,1,
PY-025,python,7,pynguin,100.0,0.0,1,
PY-052,python,5,pynguin,100.0,100.0,1,
PY-053,python,5,pynguin,75.0,,1,
PY-054,python,5,pynguin,0.0,0.0,1,
PY-029,python,7,pynguin,70.0,16.67,1,
